tel- fragment,French abstract,English abstract
tel-00675866,"La production de lavande concoure au rayonnement de la région Rhône-Alpes. Les applications de l’huile essentielle (HE) de lavande reposent sur la culture de 3 espèces (L. aangustifolia, L. latifolia et L. stoechas et d’un hybride L. x intermedia) aux chémotypes marqués. Le genre Lavandula est un modèle idéal pour comprendre la structuration et l’origine de la diversité des composés organiques volatils (COV) en particulier des terpènes. Les lavandes ont l’avantage d’avoir une aire de distribution large avec des régions bioclimatiques différentes, un nombre d’espèces limité (39) ayant des caractéristiques morphologiques et écologiques variées. Pour caractériser la diversité des COV accumulés dans les espèces du genre et envisager leur évolution, nous avons analysé (GC-MS) les COV de 29 espèces (certaines pour la première fois). Comme souvent chez les plantes, la production de COV dans les inflorescences de lavande est soumise à une régulation spatio-temporelle. L'émission différentielle de COV au cours du temps chez L. angustifolia a été relevée par les agriculteurs qui ont observé une qualité d’HE différente suivant la maturité des inflorescences au moment de la récolte. Pour modéliser ces variations et les corréler avec des étapes du développement de la plante, nous avons analysé, au niveau chimique (GC-FID) et moléculaire (qPCR), les variations temporelles des principaux COV dans les feuilles et les inflorescences (plusieurs années et cultivars). En amont de ces recherches sur les COV du genre Lavandula, différent outils de bioinformatique ont été développés. En particulier, le module « MSeasy » qui permet d’automatiser le rapatriement de données de GC-MS. Ceci constitue un pré-requis pour utiliser la lavande comme modèle d’étude des COV chez les Lamiacées","The lavender production is of significant importance for the international visibility of the french Rhône-Alpes region. Uses of lavender essential oil (EO) are based on the growing of 3 species (L. angustifolia, L. latifolia, L. stoechas and an hybride L. x intermedia) with marked. The genus Lavandula is an ideal model for understanding the origin of the diversity of volatile organic compounds (VOCs), especially terpenes. Lavenders have the advantage of having a wide range of distribution areas with different bioclimatic regions, a limited number of species (39) with diverse morphological and ecological caracteristics. In order to characterize the diversity of the VOCs accumulated in the genus and consider their evolution, we have analyzed (GC-MS) the VOCS accumulated by 29 species (some for the first time). As often, in plants, the production of VOCs in the inflorescences of lavender is subject to spatial and temporal regulation. The differential emission of VOCs over time in L. angustifolia is a well known phenomenon for farmers who have observed a different quality of EO depending on the maturity of the inflorescences at harvest. To correlate these variations with stages of plant development, we have analysed the temporal variations of the main VOCs in leaves and inflorescences (several years and cultivars) at the chemical level (GC-FID) and the molecular level (qPCR). Upstream of this research on the genus Lavandula different bioinformatic tools have been developed. In particular, the module “MSeasy "" which can automate GC-MS data retrieval. This is a prerequisite for using lavender in the future as a model study of VOCS in Lamiaceae"
tel-00676015,"L'espèce canine est la plus ancienne espèce domestiquée, il y a environ 15.000 ans, et se compose aujourd'hui de plus de 350 races issues d'une sélection artificielle drastique et de croisements consanguins pratiqués durant les derniers siècles. Mon travail de thèse a pour objectif l'étude de la période dominée par la sélection naturelle au cours de l'évolution des canidés et la période récente de la création des races par une sélection artificielle intense. Nous avons identifié le catalogue des gènes sous sélection positive dans 10 espèces (chien, Homme, ouistiti, macaque, orang-outan, chimpanzé, souris, rat, cheval et vache) à partir de 10.730 gènes en relation d'orthologie de type 1:1. L'espèce canine présente plus de gènes sous sélection positive en commun avec les Laurasatheria et les rongeurs qu'à l'attendu. Nous avons ensuite identifié le catalogue des régions de différenciation alléliques entre races de chien à partir de données de génotypage de 170.000 SNPs de 456 chiens de 30 races, en collaboration avec l'équipe du Dr Matthew Webster (Université d'Uppsala en Suède) dans le cadre du consortium européen de génétique du chien LUPA. Ces régions sont candidates pour être les cibles de la sélection artificielle. Ce projet se poursuit actuellement afin de comparer les sélections naturelles et artificielles et de déterminer s'il existe des régions du génome qui sont constamment affectés par la sélection ; et de déterminer si l'espèce canine peut-elle être considérée comme une simulation réduite, mais accélérée de la radiation des mammifères.","The canine species is the oldest domesticated species about, 15,000 years ago, and today consists of more than 350 breeds resulting from a drastic artificial selection and inbreeding practices during centuries. My PhD thesis is dedicated to the study of the period dominated by natural selection during the evolution of canids and the recent period of breeds creation by intense artificial selection. We have identified the catalog of genes under positive selection in 10 species (dog, Human, marmoset, macaque, orangutan, chimpanzee, mouse, rat, horse and cow) from 10,730 genes in orthology relationship type 1: 1. The canine species has more genes under positive selection in common with Laurasatheria and rodents than the expected. We then identified the catalog of regions of allelic differentiation between dog breeds using genotype data of 170,000 SNPs in 456 dogs of 30 breeds, in collaboration with the team of Dr. Matthew Webster ( University of Uppsala, Sweden) as part of the European consortium of dog genetics named LUPA. These regions are candidates to be targets of the artificial selection. This project is continuing by the comparison of natural and artificial selection to determine whether there are regions of the genome that are constantly affected by the selection, and to determine whether the canine species may be considered as a reduced, but accelerated simulation of the mammals radiation."
tel-00688692,"La microsporidie Encephalitozoon cuniculi, parasite intracellulaire obligatoire, pathogène de l'homme, est responsable d'infections opportunistes chez des sujets immunodéprimés. Sa spore est protégée par une épaisse paroi protéo-chitineuse pour laquelle peu de données sur les constituants protéiques sont disponibles. Dans ces travaux, nous avons décrit le protéome exprimé dans les stades tardifs de développement d'E. cuniculi. Grâce à des extractions protéiques séquentielles et une double stratégie d'analyse protéomique, après électrophorèse et ""Shotgun"", 177 protéines différentes ont pû être identifiées, permettant d'obtenir une vision globale de la physiologie de la spore. L'exploitation de ces données et le développement d'un crible bioinformatique a permis l'identification de 4 protéines de paroi. Le premier modèle dynamique de morphogenèse de la paroi microsporidienne a été proposé grâce au suivi de la localisation de ces protéines durant le cycle de développement","The microsporidian Encephalitozoon cuniculi is a unicellular obligate intracellular parasite considered as an emerging opportunistic human pathogen. The differentiation phase of its life cycle leads to the formation of stressresistant spores. The E. cuniculi genome (2.9 Mbp) having been sequenced, we undertook a descriptive proteomic study of a spore-rich cell population isolated from culture supernatants. A combination of twodimensional electrophoresis (2-DE) and 2- DE-free techniques was applied to whole-cell protein extracts. Protein identification was performed using an automated MALDI-TOFMS platform and a nanoLC-MS/MS instrument. A reference 2-DE map of about 350 major spots with multiple isoforms was obtained, and for the first time in Microsporidia, a large set of unique proteins (177) including proteins with unknown function in a proportion of 25.6% was identified. The data are mainly discussed with reference to secretion and spore structural features, energy and carbohydrate metabolism, cell cycle control and parasite survival in the environment"
tel-00703396,"Nous abordons le problème de la conception de sondes oligonucléotidiques pour puces à ADN en proposant des solutions sur le plan informatique, mais aussi sur le plan biologique, avec la validation expérimentale de nos méthodes. Nous présentons une nouvelle approche qui combine une forte spécificité des sondes avec une bonne sensibilité. Sur le plan du Génie Logiciel, nous menons une réflexion sur la réutisabilité des composants logiciels dans le domaine des puces à ADN, qui nous amène à proposer une "" Platform Independant Model"" pour la conception de sondes, conformément à la démarche de développement "" Model Driven Architecture"" proposé par l'Object Management Group. Deux logiciels ont été développés : le premier implémente notre nouvelle approche, le second permet la détermination de sondes spécifiques de micro-organismes pour des puces ciblant l'ARNr 16S. Ce dernier a été parallélisé et déployé sur une architecture de type cluster de calcul.","We address the problem of the design of oligonucleotide probes for microarrays with solutions on the computer, but also biologically, with the experimental validation of our methods. We present a new approach that combines high specificity of the probes with good sensitivity. In terms of software engineering, we lead a reflection on réutisabilité software components in the field of DNA microarrays, which leads us to propose a ""Platform Independent Model"" for the design of probes, consistent with the approach to development ""Model Driven Architecture ""proposed by the Object Management Group. Two software programs were developed: the first implements our new approach, the second allows the determination of specific probes for microorganisms chips targeting the 16S rRNA. The latter has been parallelized and implemented on an architecture like cluster computing."
tel-00719578,"
Les chloroéthènes sont les polluants majeurs des eaux souterraines et des nappes phréatiques. De par leur toxicité et leur effet cancérigène, ils représentent une préoccupation majeure pour les autorités publiques et sanitaires. La restauration des sites contaminés est possible par des techniques de dépollution biologique impliquant les microorganismes (bioremédiation microbienne). Cependant, la réussite des traitements dépend à la fois des conditions physicochimiques du site pollué et des capacités de dégradation de la microflore indigène. Ainsi, pour optimiser les processus de décontamination, l’identification et le suivi des différentes populations microbiennes sont indispensables avant et pendant le traitement. Les biopuces ADN fonctionnelles (FGA, Functional Gene Array), outils moléculaires haut débit, sont particulièrement bien adaptées pour des applications en bioremédiation. Leur élaboration nécessite de disposer de logiciels performants pour le design de sondes qui combinent à la fois une forte sensibilité, une très bonne spécificité et un caractère exploratoire, ce dernier étant indispensable pour la détection des séquences connues mais surtout de celles encore jamais décrites au sein d’échantillons environnementaux. Un nouveau logiciel, autorisant la sélection de sondes combinant tous ces critères, a été développé et nommé HiSpOD. Son utilisation pour la construction d’une FGA dédiée aux voies de biodégradation des chloroéthènes a permis d’évaluer l’effet de traitements de biostimulation sur la microflore indigène pour plusieurs sites industriels contaminés. Les données révèlent différentes associations entre microorganismes déhalorespirants qui sont fonction des paramètres environnementaux.
","
Chlorinated solvents are among the most frequent contaminants found in groundwater and subsurface ecosystems. Because of their high toxicity and carcinogenicity, they represent a serious risk for human health and the environment. Thus, such polluted sites need a rehabilitation treatment. Among remediation solutions, microbial bioremediation represents a less invasive and expensive alternative than physico-chemical treatments. However, the process efficiency greatly depends on the environmental conditions and the microbial populations’ biodegradation capacities. Therefore, bioremediation treatment optimization requires the identification and monitoring of such capacities before and during the treatment. Functional Gene Arrays (FGA), by profiling environmental communities in a flexible and easy-to-use manner, are well adapted for an application in bioremediation. But, constructing efficient microarrays dedicated to microbial ecology requires a probe design step allowing the selection of highly sensitive, specific and explorative oligonucleotides. After a detailed state of the art on probe design strategies suitable for microbial ecology studies, we present new software, called HiSpOD, generating efficient explorative probes for FGA dedicated to environmental applications. Finally, this bioinformatics tool was used to construct a FGA targeting most genes involved in chloroethenes biodegradation pathways which allowed the evaluation of biostimulation treatments conducted on indigenous bacterial populations for several industrial contaminated sites.
"
tel-00750370,"
La recombinaison m ́eiotique joue un double rˆole de moteur ́evolutif en participant 'a la cr ́eation d'une diversit ́e g ́en ́etique soumise 'a la s ́election naturelle et de contrˆole dans la fabrication des gam'etes lors de la m ́eiose. De plus, en association avec certains m ́ecanismes de r ́eparation, la recombinaison, au travers de la conversion g ́enique biais ́ee manipule les fr ́equences all ́eliques au sein des populations. Les connaissances sur le fonctionnement mˆeme des ce processus ont consid ́erablement augment ́ees ces derni'eres ann ́ees faisant d ́ecouvrir un processus complexe, autant dans son fonctionnement que dans son ́evolution. Le th'eme g ́en ́eral de la th'ese est l'analyse, dans un contexte ́evolutif, des relations entre les diff ́erent roˆles et caract ́eristiques fonctionnelles de la recombinaison. Un mod'ele de la recombinaison prenant en compte des contraintes li ́ees au controˆle de la m ́eiose et le ph ́enom'ene d'interf ́erence a permis une comparaison entre esp'eces au sein des vert ́ebr ́es et des invert ́ebr ́es de mˆeme qu'un comparaison entre sexes. Par ailleurs, nous avons montr ́e l'impact de la localisation sp ́ecifique aux sexes des points chauds de recombinaison sur l' ́evolution du contenu en GC des g ́enomes de plusieurs vert ́ebr ́es. Finalement, nous proposons un mod'ele a' l' ́echelle de la g ́en ́etique des populations, permettant d'analyser l'impact de la recombinaison sur la fr ́equences de mutations d ́el ́et'eres dans les populations humaines. Cette th'ese, nous l'esp ́erons, apportera sa pierre 'a l' ́etude interdisciplinaire de la recombinaison, a' la fois au sein de la biologie et par ses relations au travers de la mod ́elisation avec l'informatique et les math ́ematiques.
","
Meiotic recombination plays several critical roles in molecular evolution. First, recombina- tion represents a key step in the production and transmission of gametes during meiosis. Second, recombination facilitates the impact of natural selection by shuffling genomic sequences. Furthermore, the action of certain repair mechanisms during recombination affects the frequencies of alleles in populations via biased gene conversion. Lately, the numerous advancements in the study of recombination have unraveled the complexity of this process regarding both its mechanisms and evolution. The main aim of this thesis is to analyze the relationships between the different causes, characteristics, and effects of recombination from an evolutionary perspective. First, we developed a model based on the control mechanisms of meiosis and inter-crossover interference. We further used this model to compare the recombination strategies in multiple vertebrates and invertebrates, as well as between sexes. Second, we studied the impact of the sex-specific localization of recombination hotspots on the evolution of the GC content for several vertebrates. Last, we built a population genetics model to analyze the impact of recombination on the frequency of deleterious mutation in the human population.
"
tel-00768996,"La génomique comparative est une discipline importante pour la compréhension de l'évolution du vivant. Différentes méthodes de comparaison existent, nous nous intéressons ici en particulier aux mesures de (dis)similarités entre les génomes. Dans cette étude, nous étudions 3 mesures : les nombres d'adjacences, de points de cassures et d'intervalles communs. En présence de gènes dupliqués ou lorsque l'ordre des gènes n'est que partiellement connu, calculer ces mesures est un problème connu pour être NP-difficile. D'une part, nous désirons calculer les nombres d'adjacences et de points de cassures pour trois modèles (exemplaire, intermédiaire, maximum) entre deux génomes possédant des duplications. Afin d'obtenir un algorithme exact, nous modélisons ces problèmes en programmes pseudo-booléens. Après expérimentation sur 12 génomes de γ-protéobactéries, nous obtenons suffisamment de résultats pour : comparer les deux mesures et les 3 modèles et évaluer des heuristiques. À ce titre, nous proposons une famille d'heuristiques basée sur une recherche de plus longue sous-séquence commune qui donne de très bons résultats sur ces données. Parallèlement à cela, nous avons étudié, pour différents problèmes de calcul de mesures entre deux génomes avec duplication, l'approximation polynomial. D'autre part, nous calculons les nombres d'adjacences et d'intervalles communs entre deux ordres partiels (avec la possibilité qu'un des ordres soit total). Nous utilisons de nouveau une approche de programmation pseudo-booléenne. À l'aide de près de 800 génomes simulés, nous étudions l'influence de paramètres inhérents aux ordres partiels et nous comparons les deux mesures étudiées.","Comparative genomics is an important tool to better understand the different between species. Several methods exist to compare two genomes such that the computation of (dis)similarities' measures. In this work, we study three measures : numbers of adjacencies, of breakpoints and of common intervals. In presence of duplicated genes or when the gene order is only partially known, calculate these measures is a NP-hard problem. In first, we want to compute the numbers of adjacencies and breakpoints for three models (exemplar, intermediate, maximum) between two genomes with duplications. To get an exact result, we express these problems by pseudo-boolean programs. Thus, we can use the solver CPLEX, efficient for this study. Thanks a experimentation with 12 genomes of γ-proteobacteria, we get enough results to: compare the both measures and the 3 models and evaluate heuristics. In particular, we propose heuristics (based on a search for longest common subsequence) giving very good results. In parallel, we have established for different computational problems measures between two genomes with duplication, whether it exists a polynomial approximation. Secondly, we calculate the number of adjacencies and common intervals between two partial orders (with the possibility that one order is total). We use a programming approach pseudo-Boolean too and an other solver, efficient for this study: minisat+. Using nearly 800 simulated genomes, we study the influence of parameters associated with partial orders and we compare the two measures studied."
tel-00776681,"
Ce mémoire est un recueil et une synthèse de plusieurs études en analyse en moyenne d'algorithmes et en bioinformatique. Il y est présenté des travaux allant de l'étude de problèmes sur les séquences à l'étude de systèmes biologiques, en gardant un fil conducteur fort: quelles que soient les applications, l'objet d'étude central est une source probabiliste qui produit des mots. Ces travaux trouvent des applications en bioinformatique qui se concrétisent par la mise au point d'algorithmes dédiés de recherche de motifs et la définition de tests statistiques et en biologie des systèmes biologiques avec des développements qui ont été appliqués, en collaboration étroite avec des équipes de biologistes, à des modèles biologiques réels.
","
This monograph synthesizes several studies in average-case analysis of algorithms and in computational biology. Several works, spanning from the study of problems on sequences to systems biology, are presented. A unifying thread is followed: whatever the applications are, probabilistic sources of words plays the central role. These works find applications both in biological sequence analysis with a focus on the improvement of pattern matching algorithms and in the design of precise statistical tests, and in systems biology where strong collaborations with biologists permit to apply the developed methods to real living systems.
"
tel-00810657,"La multi-résistance aux drogues des bactéries est un problème majeur en clinique. L’un des mécanismes de résistance consiste à effluer les composés toxiques hors de la cellule grâce à des protéines de la membrane interne nommées pompes d’efflux. Ces protéines appartiennent à cinq familles (MFS, RND, MATE, SMR et ABC) et peuvent fonctionner en association avec deux autres types de protéines (protéine du périplasme et protéine de la membrane externe) pour former un canal. Dans le cadre d’une thématique de recherche basée sur l’étude des mécanismes de résistance auxdrogues de la bactérie pathogène Legionella pneumophila, une approche bioinformatique menée sur lesgénomes de trois souches séquencés (souches Lens, Paris et Philadelphia) a permis d’identifier des protéinespouvant participer à l’efflux. Notre but a été de vérifier l’implication de ces protéines dans la résistance auxdrogues et dans la virulence de Legionella en ciblant un ou plusieurs gènes codant pour des composants desystèmes d’efflux. Pour inactiver les gènes, nous avons choisi une stratégie de recombinaison homologue. Lesrecombinants ont été testés pour leur sensibilité à des composés toxiques afin de voir si les gènes ciblés jouentun rôle dans l’efflux d’E. coli. Un de ces mutants, le mutant MF201, altéré pour le gène codant pour une protéinehomologue à TolC chez E. coli s’est avéré être 2 à 16 fois plus sensible aux drogues testées comparé à lasouche sauvage. De plus, ce mutant présente un défaut important de virulence dans Acanthamoeba castellanii,Dictyostelium discoideum et les macrophages U937. Ce premier résultat implique que la protéine TolC-like deLegionella aurait un rôle clef dans la relation hôte pathogène et sous-tend un lien entre multi-résistance auxdrogues et virulence. Par ailleurs une étude de l’expression des gènes codant pour des pompes à efflux a étéinitiée afin de comprendre leur rôle au cours du cycle infectieux de Legionella.","Bacterial multi-drug resistance is of major concern in the case of clinic. One of the resistance mecanisms used by bacteria is the efflux of noxious compounds out of the cell thanks to inner membran proteins called efflux pumps. This proteins belong to five families (MFS, RND, MATE, SMR and ABC) and can function in close association with two partners (periplasmic protein and outer membrane protein) to form a canal. In our new research axis based on the study of the drug resistance of the bacterium Legionella pneumophila, we conducted a bioinformatical approach to identify efflux pumps proteins coded by the sequenced genome of three strains (strains Lens, Paris and Philadelphia). Our goal was to study the role of this proteins in Legionella drug resistance and in its virulence. The bioinformatic approach data allowed us to choose one or several genes coding for potential efflux pump components for genetic invalidation by an homologousrecombination strategy. The bacterial mutants were exposed to different noxious compounds in order to know ifthe target genes invalidated were implicated in the efflux of drugs. One of this mutants, strain MF201, which isdeleted for the gene encoding a protein homologous to E. coli TolC protein, revealed to be 2 to 16 times moresensitive to the drug tested compared to the wild-type strain. Furthermore, this mutant showed an importantvirulence defect in Acanthamoeba castellanii, Dictyostelium discoideum and U937 macrophages. This first resultsmeans that the TolC-like protein of Legionella could be a key factor in host-pathogen interaction and stronglysuggests a link between multi-drug resistance and virulence. We also initiated a transcriptomic approach to studyefflux pump genes expression in order to understand their role during the infectious cycle of Legionella."
tel-00814270,"Lors de la conception de médicaments, le criblage in silico est de plus en plus utilisé et lesméthodes disponibles nécessitent d'être évaluées. L'évaluation de 8 méthodes a mis enévidence l'efficacité des méthodes de criblage in silico et des problèmes de construction de labanque d'évaluation de référence (DUD), la conformation choisie pour les sites de liaisonn'étant pas toujours adaptée à tous les actifs. La puissance informatique actuelle le permettant,plusieurs structures expérimentales ont été choisies pour tenter de mimer la flexibilité dessites de liaison. Un autre problème a été mis en évidence : les métriques d'évaluation desméthodes souffrent de biais. De nouvelles métriques ont donc été proposées, telles queBEDROC et RIE. Une autre alternative est proposée ici, mesurant la capacité prédictive d'uneméthode en actifs. Enfin, une petite molécule active sur le TNFα in vitro et in vivo sur souris aété identifiée par un protocole de criblage in silico. Ainsi, malgré le besoin d'amélioration desméthodes, le criblage in silico peut être d'un important soutien à l'identification de nouvellesmolécules a visée thérapeutique.","
Since the introduction of virtual screening in the drug discovery process, the number ofvirtual screening methods has been increasing and available methods have to be evaluated.In this work, eight virtual screening methods were evaluated in the DUD database, showingadequate efficiency. This also revealed some shortcomings of the DUD database as thebinding site conformation used in the DUD was not relevant for all the actives.As computational power now permits to address this issue, classical docking runs have beenperformed on several X-ray structures, used to represent the binding site flexibility. This alsorevealed that evaluation metrics show some biases. New evaluation metrics have thus beenproposed, e.g. BEDROC and RIE. An alternative method was also proposed usingpredictiveness curves, based on compound activity probabilityFinally, a virtual screening procedure has been applied to TNFa. A small molecule inhibitor,showing in vitro and in vivo activity in mice, has been identified. This demonstrated the valueof virtual screening for the drug discovery process, although virtual screening methods needto be improved.
"
tel-00836270,"
La protéine CyaA est un facteur de virulence majeur de Bordetella pertussis, impliqué dans la maladie de la coqueluche. Le domaine catalytique AC de CyaA est directement transféré dans la cellule hôte eucaryote, où il est activé comme adénylcyclase par la calmoduline, une protéine ubiquitaire et sensible aux ions calcium. Ainsi, AC transforme l'ATP en AMPc de manière incontrôlée, ce qui conduit à des dérèglements cellulaires. Seule la structure de AC complexé à la calmoduline chargée d'ions calcium avait été résolue par cristallographie aux rayons X. À partir de cette structure, des simulations de dynamique moléculaire de AC libre, et en complexe avec la calmoduline nous ont permis de caractériser l'effet de la calmoduline et des ions calcium sur la plasticité conformationnelle du complexe. Les tendances conformationelles de AC libre ont aussi été étudiées. L'analyse conjointe des influences énergétiques et des liaisons hydrogène a révélé un réseau d'interactions entre AC et la calmoduline, dans lequel trois résidus clés, susceptibles de jouer un rôle allostérique sur l'activité de l'adénylcyclase ont été modifiés par mutagenèse dirigée. Ces tests expérimentaux ont conduits à la mise en évidence d'une région allostérique qui assure la communication de l'information de transition conformationnelle entre le site de fixation de la calmoduline et le site catalytique. Une exploration conformationnelle plus approfondie de AC à l'état non-lié a été entreprise par une méthode innovante de dynamique accélérée par la température (TAMD). Elle nous a conduit à la prédiction de conformations échantillonnées de AC dans son état libre. Ces prédictions pourraient être utilisées à l'avenir pour stabiliser l'état libre et faciliter l'étude expérimentale de sa structure
","
The protein CyaA is an important virulence factor of Bordetella pertussis involved in the whooping cough disease. The AC domain of CyaA is activated in eukaryotic host cells as an adenyl-cyclase by the ubiquitous and calcium sensitive protein calmodulin (CaM). This activation transformes the ATP into cAMP in an uncontrolled way, leading to severe cellular dysfunction. Only the structure of AC complexed with calcium-loaded calmodulin has been resolved by X-ray crystallography. Starting from this structure, molecular dynamics simulations of AC free and in complex with calmodulin enabled to characterize the effect of the calmodulin and calcium ions on the conformational plasticity of the complex. Conformational tendencies of free AC were also studied. The joint analysis of energetic influences and hydrogen bonds revealed a network of interactions between AC and calmodulin, in which three key residues, that may play an allosteric role on the catalytic activity of the adenyl-cyclase, were modified by site-directed mutagenesis. These experimental tests have led to the identification of an allosteric region which assures the communication of the conformational transition information between the binding site of the calmodulin and the catalytic site. A more thorough conformational exploration of the unbound AC state was undertaken by an innovative temperature accelerated molecular dynamics (TAMD) method. It led to a prediction of some sampled conformations of AC in its unbound state. These predictions could be used in the future to stabilize the free state and to facilitate the experimental study of its structure
"
tel-00842255,"
La diversité du monde vivant repose pour une large part sur la diversité des protéines codées dans les génomes. Comment une telle diversité a-t-elle été générée ? La théorie classique postule que cette diversité résulte à la fois de la divergence de séquence et de la combinatoire des arrangements de protéines en domaines à partir de quelques milliers de domaines anciens, mais elle n’explique pas les nombreuses protéines orphelines.Dans cette thèse, nous avons étudié l’évolution des protéines du point de vue de leur  décomposition en domaines en utilisant trois bases de données : HOGENOM (familles de protéines homologues), Pfam (familles de domaines expertisées) et ProDom (familles de modules protéiques construites automatiquement). Chaque famille d’HOGENOM a ainsi été décomposée en domaines de Pfam ou modules de ProDom. Nous avons modélisé l’évolution de ces familles par un réseau Bayésien basé sur l’arbre phylogénétique des espèces. Dans le cadre de ce modèle, on peut reconstituer rigoureusement les scénarios d’évolution les plus probables qui reflètent la présence ou l’absence de chaque protéine, domaine ou module dans les espèces ancestrales. La mise en relation de ces scénarios permet d’analyser l’émergence de nouvelles protéines en fonctions de domaines ou modules ancestraux. L’analyse avec Pfam suggère que la majorité de ces événements résulte de réarrangements de domaines anciens, en accord avec la théorie classique. Cependant une part très significative de la diversité des protéines est alors négligée. L’analyse avec ProDom, au contraire, suggère que la majorité des nouvelles protéines ont recruté de nouveaux modules protéiques. Nous discutons les biais de Pfam et de ProDom qui permettent d’expliquer ces points de vue différents. Nous proposons que l’émergence de nouveaux modules protéiques peut résulter d’un turn-over rapide de séquences codantes, et que cette innovation au niveau des modules est essentielle à l’apparition de nombreuses  protéines nouvelles tout au long de l’évolution.
","
The diversity of life derives mostly from the variety of proteins coded in genomes. How did evolution produce such a tremendous diversity ? The classical theory postulates that this diversity results both from sequence divergence and from the combinatorial arrangements of a few thousand primary protein domain types. However this does not account for the increasing number of entirely unique proteins as found in most genomes.In this thesis, we study the evolution of proteins from the point of view of their domain decomposition and rely on three databases : HOGENOM (homologous protein families), Pfam (manually curated protein domain families) and ProDom (automatically built protein module families). Each protein family from HOGENOM has thus been decomposed into Pfam domains or ProDom modules. We have modelled the evolution of these families using a Bayesian network based on the phylogenetic species tree. In the framework of this model, we can rigorously reconstitute the most likely evolutionary scenarios reflecting the presence or absence of each protein, domain or module in ancestral species. The comparison of these scenarios allows us to analyse the emergence of new proteins in terms of ancestral domains or modules. Pfam analysis suggests that the majority of protein innovations results from rearrangements of ancient domains, in agreement with the classical paradigm of modular protein evolution. However a very significant part of protein diversity is then neglected. On the other hand ProDom analysis suggests that the majority of new proteins have recruited novel protein modules. We discuss the respective biases of Pfam and ProDom underlying these contrasting views. We propose that the emergence of new protein modules may result from a fast turnover of coding sequences and that this module innovation is essential to the emergence of numerous novel proteins throughout evolution
"
tel-00842785,"La donnée de séquences nucléotidiques permet d'inférer des arbres phylogénétiques, ou phylogénies, qui décrivent leurs liens de parenté au cours de l'évolution. Associer à ces séquences leur date de prélèvement ou leur pays de collecte, permet d'inférer la localisation temporelle ou spatiale de leurs ancêtres communs. Ces données et procédures sont très utilisées pour les séquences de virus et, notamment, celles du virus de l'immunodéficience humaine (VIH), afin d'en retracer l'histoire épidémique à la surface du globe et au cours du temps. L'utilisation de séquences échantillonnées à des moments différents (ou hétérochrones) sert aussi à estimer leur taux de substitution, qui caractérise la vitesse à laquelle elles évoluent. Les méthodes les plus couramment utilisées pour ces différentes tâches sont précises, mais lourdes en temps de calcul car basées sur des modèles complexes, et ne peuvent traiter que quelques centaines de séquences. Devant le nombre croissant de séquences disponibles dans les bases de données, souvent plusieurs milliers pour une étude donnée, le développement de méthodes rapides et efficaces devient indispensable. Nous présentons une méthode de distances, Ultrametric Least Squares , basée sur le principe des moindres carrés, souvent utilisé en phylogénie, qui permet d'estimer le taux de substitution d'un ensemble de séquences hétérochrones, dont on déduit ensuite facilement les dates des spéciations ancestrales. Nous montrons que le critère à optimiser est parabolique par morceaux et proposons un algorithme efficace pour trouver l'optimum global. L'utilisation de séquences échantillonnées en des lieux différents permet aussi de retracer les chaînes de transmission d'une épidémie. Dans ce cadre, nous utilisons la totalité des séquences disponibles (~3500) du sous-type C du VIH-1, responsable de près de 50% des infections mondiales au VIH-1, pour estimer ses principaux flux migratoires à l'échelle mondiale, ainsi que son origine géographique. Des outils novateurs, basés sur le principe de parcimonie combiné avec différents critères statistiques, sont utilisés afin de synthétiser et interpréter l'information contenue dans une grande phylogénie représentant l'ensemble des séquences étudiées. Enfin, l'origine géographique et temporelle de ce variant (VIH-1 C) au Sénégal est précisément explorée lors d'une seconde étude, portant notamment sur les hommes ayant des rapports sexuels avec des hommes.","Nucleotide sequences data enable the inference of phylogenetic trees, or phylogenies, describing their evolutionary relationships during evolution. Combining these sequences with their sampling date or country of origin, allows inferring the temporal or spatial localization of their common ancestors. These data and methods are widely used with viral sequences, and particularly with human immunodeficiency virus (HIV), to trace the viral epidemic history over time and throughout the globe. Using sequences sampled at different points in time (or heterochronous) is also a mean to estimate their substitution rate, which characterizes the speed of evolution. The most commonly used methods to achieve these tasks are accurate, but are computationally heavy since they are based on complex models, and can only handle few hundreds of sequences. With an increasing number of sequences available in the databases, often several thousand for a given study, the development of fast and accurate methods becomes essential. Here, we present a new distance-based method, named Ultrametric Least Squares, which is based on the principle of least squares (very popular in phylogenetics) to estimate the substitution rate of a set of heterochronous sequences and the dates of their most recent common ancestors. We demonstrate that the criterion to be optimized is piecewise parabolic, and provide an efficient algorithm to find the global minimum. Using sequences sampled at different locations also helps to trace transmission chains of an epidemic. In this respect, we used all available sequences (~3,500) of HIV-1 subtype C, responsible for nearly 50% of global HIV-1 infections, to estimate its major migratory flows on a worldwide scale and its geographic origin. Innovative tools, based on the principle of parsimony, combined with several statistical criteria were used to synthesize and interpret information in a large phylogeny representing all the studied sequences. Finally, the temporal and geographical origins of the HIV-1 subtype C in Senegal were further explored and more specifically for men who have sex with men."
